#{"t_start": 1677753903.002829, "env_id": null}
r,l,t
3.0,3,14.359929
4.0,4,14.369254
2.0,2,14.374237
1.0,1,14.375275
1.0,1,14.376307
2.0,2,14.379472
1.0,1,14.382624
1.0,1,14.383661
1.0,1,14.384687
1.0,1,14.385715
2.0,2,14.390982
1.0,1,14.392006
1.0,1,14.393041
3.0,3,14.400361
1.0,1,14.401393
3.0,3,14.406769
1.0,1,14.410412
2.0,2,14.413942
1.0,1,14.415017
1.0,1,14.417899
4.0,4,14.428769
1.0,1,14.429866
1.0,1,14.433375
4.0,4,14.441547
1.0,1,14.444734
1.0,1,14.446171
2.0,2,14.449533
1.0,1,14.450599
2.0,2,14.45623
2.0,2,14.459369
3.0,3,14.466558
1.0,1,14.467555
1.0,1,14.468554
2.0,2,14.473628
1.0,1,14.474664
2.0,2,14.477776
1.0,1,14.47882
5.0,5,14.490422
2.0,2,14.495511
1.0,1,14.496509
1.0,1,14.497522
2.0,2,14.502509
1.0,1,14.503551
3.0,3,14.508751
1.0,1,14.511726
1.0,1,14.512769
1.0,1,14.513794
1.0,1,14.514847
1.0,1,14.515879
2.0,2,14.520952
1.0,1,14.521986
2.0,2,14.527358
1.0,1,14.530668
1.0,1,14.531782
2.0,2,14.535162
2.0,2,14.540478
3.0,3,14.545739
1.0,1,14.546762
1.0,1,14.551099
1.0,1,14.552196
2.0,2,14.555448
1.0,1,14.556511
2.0,2,14.561775
1.0,1,14.562827
2.0,2,14.565971
8.0,8,14.585556
1.0,1,14.586574
1.0,1,14.58758
1.0,1,14.590538
1.0,1,14.591541
1.0,1,14.592536
2.0,2,14.595703
2.0,2,14.600731
1.0,1,14.601729
1.0,1,14.60273
1.0,1,14.60373
1.0,1,14.60668
1.0,1,14.60771
1.0,1,14.608745
3.0,3,14.615961
2.0,2,14.619061
1.0,1,14.620108
1.0,1,14.621139
3.0,3,14.628311
5.0,5,14.642463
1.0,1,14.6435
1.0,1,14.644554
4.0,4,14.654426
1.0,1,14.65551
1.0,1,14.6586
1.0,1,14.659675
1.0,1,14.660717
1.0,1,14.661788
2.0,2,14.666911
1.0,1,14.66794
1.0,1,14.668967
1.0,1,14.669991
3.0,3,14.67715
2.0,2,14.680365
3.0,3,14.687407
1.0,1,14.688435
1.0,1,14.689441
1.0,1,14.690433
1.0,1,14.6933
1.0,1,14.694295
2.0,2,14.697346
1.0,1,14.698331
4.0,4,14.707713
1.0,1,14.708739
1.0,1,14.711648
2.0,2,14.714815
3.0,3,14.721763
1.0,1,14.722778
4.0,4,14.731952
2.0,2,14.735016
1.0,1,14.73601
3.0,3,14.745862
2.0,2,14.749073
1.0,1,14.750224
1.0,1,14.753419
1.0,1,14.754511
2.0,2,14.757933
1.0,1,14.758993
2.0,2,14.764151
1.0,1,14.76517
1.0,1,14.766195
1.0,1,14.767191
1.0,1,14.770428
1.0,1,14.771437
3.0,3,14.776733
1.0,1,14.779654
2.0,2,14.782878
3.0,3,14.789972
2.0,2,14.793149
1.0,1,14.794162
4.0,4,14.803666
1.0,1,14.804691
1.0,1,14.805756
1.0,1,14.808826
1.0,1,14.809855
2.0,2,14.81307
1.0,1,14.814081
2.0,2,14.819078
1.0,1,14.820075
4.0,4,14.829427
2.0,2,14.832504
3.0,3,14.839666
2.0,2,14.84283
1.0,1,14.843961
1.0,1,14.848767
3.0,3,14.854234
2.0,2,14.859883
1.0,1,14.861011
1.0,1,14.862037
2.0,2,14.865265
1.0,1,14.868699
5.0,5,14.880401
2.0,2,14.883502
1.0,1,14.88453
1.0,1,14.88554
5.0,5,14.896887
3.0,3,14.904202
1.0,1,14.905219
2.0,2,14.910259
4.0,4,14.917559
2.0,2,14.922567
1.0,1,14.92358
2.0,2,14.926705
1.0,1,14.937897
1.0,1,14.939082
1.0,1,14.940139
1.0,1,14.941313
1.0,1,14.942412
2.0,2,14.947768
1.0,1,14.950483
2.0,2,14.953892
1.0,1,14.957103
1.0,1,14.958324
6.0,6,14.97292
1.0,1,14.974015
3.0,3,14.981419
3.0,3,14.98682
2.0,2,14.992045
2.0,2,14.995167
2.0,2,15.000375
1.0,1,15.00143
1.0,1,15.002507
1.0,1,15.00354
2.0,2,15.008691
1.0,1,15.009729
1.0,1,15.010929
2.0,2,15.01409
1.0,1,15.017384
1.0,1,15.018455
1.0,1,15.019505
1.0,1,15.020533
2.0,2,15.025645
3.0,3,15.030981
1.0,1,15.031994
1.0,1,15.034974
2.0,2,15.038157
2.0,2,15.041256
3.0,3,15.048446
2.0,2,15.051578
3.0,3,15.060714
2.0,2,15.064049
2.0,2,15.070956
1.0,1,15.072019
1.0,1,15.073091
1.0,1,15.074137
7.0,7,15.092178
4.0,4,15.1014
1.0,1,15.102404
2.0,2,15.105476
1.0,1,15.106489
1.0,1,15.109398
3.0,3,15.114699
2.0,2,15.119798
1.0,1,15.120846
3.0,3,15.126152
2.0,2,15.131333
2.0,2,15.134513
1.0,1,15.135502
2.0,2,15.140507
1.0,1,15.141503
1.0,1,15.142502
1.0,1,15.143493
2.0,2,15.148565
2.0,2,15.15164
1.0,1,15.152678
2.0,2,15.157765
1.0,1,15.158764
3.0,3,15.168361
1.0,1,15.169527
3.0,3,15.175126
2.0,2,15.180694
1.0,1,15.181779
2.0,2,15.184948
1.0,1,15.187877
2.0,2,15.191054
2.0,2,15.194152
1.0,1,15.197134
1.0,1,15.198215
1.0,1,15.199262
2.0,2,15.202479
1.0,1,15.205379
1.0,1,15.206396
1.0,1,15.207447
1.0,1,15.208475
2.0,2,15.213576
1.0,1,15.214581
2.0,2,15.217753
1.0,1,15.218785
2.0,2,15.224571
4.0,4,15.233742
2.0,2,15.236915
5.0,5,15.24839
3.0,3,15.255436
2.0,2,15.25852
2.0,2,15.261665
1.0,1,15.264679
1.0,1,15.265714
1.0,1,15.266707
3.0,3,15.276324
2.0,2,15.279617
1.0,1,15.28067
1.0,1,15.281701
4.0,4,15.291581
3.0,3,15.299274
1.0,1,15.300294
1.0,1,15.301307
3.0,3,15.308535
2.0,2,15.311676
1.0,1,15.312676
1.0,1,15.315771
6.0,6,15.32939
1.0,1,15.33043
1.0,1,15.331477
1.0,1,15.332511
3.0,3,15.339709
3.0,3,15.34681
5.0,5,15.358326
1.0,1,15.359366
1.0,1,15.360389
2.0,2,15.363539
1.0,1,15.366463
1.0,1,15.367499
2.0,2,15.370705
2.0,2,15.377919
1.0,1,15.379034
1.0,1,15.380197
1.0,1,15.381332
2.0,2,15.386805
1.0,1,15.387884
3.0,3,15.393312
1.0,1,15.396344
2.0,2,15.399468
1.0,1,15.400461
1.0,1,15.40147
1.0,1,15.404556
2.0,2,15.407781
3.0,3,15.415183
1.0,1,15.416256
1.0,1,15.417295
1.0,1,15.418315
1.0,1,15.419345
1.0,1,15.422237
1.0,1,15.423243
5.0,5,15.434469
3.0,3,15.439715
2.0,2,15.444751
2.0,2,15.44793
1.0,1,15.448972
1.0,1,15.451883
2.0,2,15.455052
1.0,1,15.456077
1.0,1,15.457236
1.0,1,15.460217
1.0,1,15.461238
1.0,1,15.46228
1.0,1,15.463296
2.0,2,15.468353
1.0,1,15.469393
2.0,2,15.472609
1.0,1,15.473705
2.0,2,15.478809
1.0,1,15.479828
9.0,9,15.503959
2.0,2,15.507013
1.0,1,15.50803
1.0,1,15.510941
1.0,1,15.511961
2.0,2,15.515043
2.0,2,15.520209
1.0,1,15.521263
3.0,3,15.526473
1.0,1,15.529332
2.0,2,15.532484
1.0,1,15.53347
1.0,1,15.534458
1.0,1,15.537393
1.0,1,15.53843
2.0,2,15.541504
1.0,1,15.54249
2.0,2,15.54747
2.0,2,15.550598
1.0,1,15.551586
6.0,6,15.56703
1.0,1,15.568071
2.0,2,15.571134
3.0,3,15.578408
1.0,1,15.579446
1.0,1,15.580463
1.0,1,15.581473
1.0,1,15.584378
1.0,1,15.585362
2.0,2,15.588531
1.0,1,15.591261
1.0,1,15.594844
2.0,2,15.598198
1.0,1,15.599277
1.0,1,15.600432
3.0,3,15.608008
1.0,1,15.609048
1.0,1,15.610083
1.0,1,15.613126
1.0,1,15.614166
2.0,2,15.617339
1.0,1,15.618371
3.0,3,15.62559
1.0,1,15.626612
1.0,1,15.627645
7.0,7,15.645113
2.0,2,15.648209
3.0,3,15.655297
2.0,2,15.6584
2.0,2,15.66347
2.0,2,15.666634
1.0,1,15.667622
1.0,1,15.668627
1.0,1,15.671572
1.0,1,15.672606
3.0,3,15.67799
5.0,5,15.689341
1.0,1,15.693234
1.0,1,15.69424
1.0,1,15.695246
3.0,3,15.704729
1.0,1,15.705792
2.0,2,15.709251
1.0,1,15.710256
3.0,3,15.717668
1.0,1,15.718697
1.0,1,15.719785
2.0,2,15.72544
2.0,2,15.728616
2.0,2,15.733779
2.0,2,15.736986
2.0,2,15.740133
3.0,3,15.747286
1.0,1,15.748465
1.0,1,15.749484
1.0,1,15.752448
2.0,2,15.755574
1.0,1,15.756609
1.0,1,15.757635
1.0,1,15.760594
1.0,1,15.76164
2.0,2,15.764773
1.0,1,15.765789
1.0,1,15.768949
1.0,1,15.769994
1.0,1,15.771045
1.0,1,15.772066
1.0,1,15.773095
2.0,2,15.778227
1.0,1,15.779265
1.0,1,15.780339
1.0,1,15.781386
3.0,3,15.788588
2.0,2,15.791698
2.0,2,15.796754
1.0,1,15.797784
3.0,3,15.807245
2.0,2,15.81066
1.0,1,15.811706
2.0,2,15.817179
1.0,1,15.818243
1.0,1,15.819268
1.0,1,15.820297
1.0,1,15.821322
2.0,2,15.826648
4.0,4,15.836276
1.0,1,15.83735
1.0,1,15.838434
2.0,2,15.841661
2.0,2,15.84685
1.0,1,15.847871
5.0,5,15.859159
1.0,1,15.860156
3.0,3,15.867411
1.0,1,15.86859
1.0,1,15.869691
1.0,1,15.870775
3.0,3,15.878037
3.0,3,15.885282
6.0,6,15.898848
1.0,1,15.899854
3.0,3,15.906939
3.0,3,15.914267
1.0,1,15.915418
1.0,1,15.921659
3.0,3,15.927404
1.0,1,15.928455
3.0,3,15.936433
1.0,1,15.93746
1.0,1,15.938474
1.0,1,15.94177
5.0,5,15.953231
4.0,4,15.960527
3.0,3,15.967599
4.0,4,15.976672
2.0,2,15.979813
3.0,3,15.986809
3.0,3,15.991939
2.0,2,15.997379
2.0,2,16.000459
1.0,1,16.001481
1.0,1,16.004818
2.0,2,16.008016
1.0,1,16.009002
1.0,1,16.009983
1.0,1,16.012925
2.0,2,16.018013
1.0,1,16.019083
2.0,2,16.024861
3.0,3,16.030311
2.0,2,16.035463
1.0,1,16.03651
3.0,3,16.041778
1.0,1,16.045083
1.0,1,16.046126
2.0,2,16.049251
1.0,1,16.050398
1.0,1,16.0534
1.0,1,16.054431
1.0,1,16.055464
1.0,1,16.056483
1.0,1,16.057493
1.0,1,16.060416
1.0,1,16.061461
1.0,1,16.062452
1.0,1,16.063436
1.0,1,16.064429
1.0,1,16.067315
2.0,2,16.070498
1.0,1,16.071524
1.0,1,16.072567
2.0,2,16.077636
1.0,1,16.078628
1.0,1,16.079621
1.0,1,16.080606
1.0,1,16.083464
2.0,2,16.086652
1.0,1,16.087766
2.0,2,16.092779
2.0,2,16.09585
2.0,2,16.098976
1.0,1,16.101842
1.0,1,16.102848
1.0,1,16.103867
1.0,1,16.104895
3.0,3,16.112152
2.0,2,16.115304
1.0,1,16.116349
2.0,2,16.121414
1.0,1,16.122452
1.0,1,16.125117
1.0,1,16.126219
1.0,1,16.130901
1.0,1,16.132043
2.0,2,16.135407
2.0,2,16.140847
1.0,1,16.141904
1.0,1,16.142932
1.0,1,16.144137
3.0,3,16.15149
1.0,1,16.15255
1.0,1,16.153615
2.0,2,16.15875
3.0,3,16.164095
2.0,2,16.169185
1.0,1,16.170231
2.0,2,16.173466
1.0,1,16.1745
1.0,1,16.177524
3.0,3,16.182785
4.0,4,16.192195
2.0,2,16.195404
2.0,2,16.200437
4.0,4,16.20959
1.0,1,16.210625
1.0,1,16.211701
2.0,2,16.214833
2.0,2,16.219854
3.0,3,16.225102
1.0,1,16.230053
2.0,2,16.233663
2.0,2,16.236828
4.0,4,16.246369
1.0,1,16.247405
4.0,4,16.256861
2.0,2,16.262019
3.0,3,16.267267
2.0,2,16.272308
4.0,4,16.279611
4.0,4,16.288852
2.0,2,16.294311
1.0,1,16.29541
2.0,2,16.298646
1.0,1,16.299698
1.0,1,16.302767
1.0,1,16.303812
1.0,1,16.304864
1.0,1,16.305901
1.0,1,16.306904
1.0,1,16.309818
1.0,1,16.311029
4.0,4,16.320384
1.0,1,16.321433
2.0,2,16.324616
5.0,5,16.338222
1.0,1,16.339407
1.0,1,16.342671
1.0,1,16.343713
1.0,1,16.344704
1.0,1,16.345694
1.0,1,16.346747
1.0,1,16.351301
1.0,1,16.352361
1.0,1,16.353386
1.0,1,16.354422
1.0,1,16.355438
1.0,1,16.358395
1.0,1,16.359421
1.0,1,16.360448
1.0,1,16.361499
3.0,3,16.368649
3.0,3,16.373906
1.0,1,16.376836
1.0,1,16.377834
1.0,1,16.378838
1.0,1,16.379827
1.0,1,16.380818
4.0,4,16.389936
2.0,2,16.395154
1.0,1,16.396235
1.0,1,16.397266
1.0,1,16.398264
1.0,1,16.399252
1.0,1,16.402082
1.0,1,16.403231
1.0,1,16.404312
1.0,1,16.405324
2.0,2,16.410455
1.0,1,16.411516
1.0,1,16.412563
1.0,1,16.413603
2.0,2,16.418855
2.0,2,16.422183
1.0,1,16.423183
2.0,2,16.428322
2.0,2,16.431542
1.0,1,16.432576
1.0,1,16.433603
1.0,1,16.4366
3.0,3,16.443918
1.0,1,16.444966
3.0,3,16.453658
2.0,2,16.456968
1.0,1,16.460122
1.0,1,16.461142
1.0,1,16.462188
1.0,1,16.463247
1.0,1,16.464271
4.0,4,16.473625
3.0,3,16.480915
1.0,1,16.481956
4.0,4,16.491304
1.0,1,16.492345
1.0,1,16.493378
1.0,1,16.494388
3.0,3,16.501756
1.0,1,16.502814
1.0,1,16.503853
4.0,4,16.513267
1.0,1,16.514264
4.0,4,16.523601
1.0,1,16.524605
2.0,2,16.529789
3.0,3,16.535088
3.0,3,16.542399
1.0,1,16.543469
3.0,3,16.552681
1.0,1,16.553861
3.0,3,16.561507
1.0,1,16.562562
1.0,1,16.563629
1.0,1,16.564657
1.0,1,16.565671
1.0,1,16.568573
2.0,2,16.571857
1.0,1,16.572852
2.0,2,16.577982
1.0,1,16.638369
1.0,1,16.639458
1.0,1,16.640491
1.0,1,16.641519
1.0,1,16.644847
3.0,3,16.650295
1.0,1,16.651337
4.0,4,16.66277
1.0,1,16.66378
1.0,1,16.667047
2.0,2,16.670211
1.0,1,16.671244
1.0,1,16.672323
1.0,1,16.675397
2.0,2,16.678611
1.0,1,16.679604
2.0,2,16.684736
2.0,2,16.687938
2.0,2,16.691123
1.0,1,16.694141
2.0,2,16.697338
1.0,1,16.698334
1.0,1,16.699361
4.0,4,16.708735
1.0,1,16.709767
1.0,1,16.712703
3.0,3,16.718184
1.0,1,16.719231
1.0,1,16.722255
1.0,1,16.723287
1.0,1,16.724311
3.0,3,16.731904
6.0,6,16.745356
6.0,6,16.758892
3.0,3,16.768404
1.0,1,16.769472
1.0,1,16.770503
2.0,2,16.773781
7.0,7,16.792166
1.0,1,16.793194
2.0,2,16.796281
1.0,1,16.799394
2.0,2,16.802539
1.0,1,16.803559
1.0,1,16.804624
2.0,2,16.809869
8.0,8,16.827527
1.0,1,16.830437
1.0,1,16.831513
2.0,2,16.834671
1.0,1,16.835669
3.0,3,16.842903
1.0,1,16.843947
1.0,1,16.845028
1.0,1,16.848043
1.0,1,16.849131
1.0,1,16.850186
1.0,1,16.851239
1.0,1,16.85229
1.0,1,16.855299
3.0,3,16.860743
1.0,1,16.861773
1.0,1,16.864744
4.0,4,16.874282
1.0,1,16.877521
1.0,1,16.878573
2.0,2,16.881862
3.0,3,16.889623
1.0,1,16.890698
3.0,3,16.898146
1.0,1,16.899198
2.0,2,16.902328
1.0,1,16.903374
1.0,1,16.906437
1.0,1,16.907527
1.0,1,16.908585
3.0,3,16.915906
1.0,1,16.91695
1.0,1,16.917995
1.0,1,16.919027
2.0,2,16.924135
1.0,1,16.925148
2.0,2,16.928299
2.0,2,16.933488
2.0,2,16.936671
2.0,2,16.939854
2.0,2,16.945003
3.0,3,16.950184
1.0,1,16.961515
2.0,2,16.964859
2.0,2,16.968343
1.0,1,16.971492
5.0,5,16.98554
2.0,2,16.988843
2.0,2,16.992359
1.0,1,16.995554
1.0,1,16.996597
1.0,1,16.997645
1.0,1,16.998757
1.0,1,16.999774
1.0,1,17.002714
3.0,3,17.008101
1.0,1,17.009108
2.0,2,17.014261
2.0,2,17.017519
3.0,3,17.024745
2.0,2,17.027878
1.0,1,17.028903
1.0,1,17.031877
1.0,1,17.032919
1.0,1,17.033936
4.0,4,17.043219
2.0,2,17.046422
8.0,8,17.066167
1.0,1,17.067204
2.0,2,17.070354
3.0,3,17.07753
2.0,2,17.080596
4.0,4,17.092575
1.0,1,17.093582
2.0,2,17.099317
2.0,2,17.102471
2.0,2,17.107516
1.0,1,17.108517
2.0,2,17.111713
3.0,3,17.119217
1.0,1,17.120213
1.0,1,17.121207
1.0,1,17.1222
2.0,2,17.127288
3.0,3,17.132473
2.0,2,17.137581
4.0,4,17.147095
2.0,2,17.150299
2.0,2,17.153573
1.0,1,17.156595
2.0,2,17.159871
2.0,2,17.163111
1.0,1,17.166357
2.0,2,17.169714
1.0,1,17.170715
4.0,4,17.18032
1.0,1,17.181339
2.0,2,17.186737
1.0,1,17.187792
1.0,1,17.188788
2.0,2,17.193889
1.0,1,17.197636
5.0,5,17.211068
1.0,1,17.212185
2.0,2,17.215648
3.0,3,17.223407
1.0,1,17.224475
1.0,1,17.225542
3.0,3,17.233591
1.0,1,17.234698
1.0,1,17.235716
2.0,2,17.241848
3.0,3,17.247614
2.0,2,17.253971
1.0,1,17.255092
1.0,1,17.256139
3.0,3,17.264399
3.0,3,17.270169
3.0,3,17.283535
1.0,1,17.284635
2.0,2,17.287932
2.0,2,17.294253
1.0,1,17.295399
1.0,1,17.298141
1.0,1,17.299543
1.0,1,17.30411
1.0,1,17.305299
1.0,1,17.306382
2.0,2,17.310294
2.0,2,17.31576
1.0,1,17.317016
1.0,1,17.31842
1.0,1,17.319521
1.0,1,17.323239
1.0,1,17.324506
1.0,1,17.325594
2.0,2,17.328964
2.0,2,17.334929
1.0,1,17.336013
1.0,1,17.337066
2.0,2,17.342843
1.0,1,17.343941
1.0,1,17.344973
4.0,4,17.35511
3.0,3,17.360566
1.0,1,17.363734
1.0,1,17.364803
